what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340740482068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340740590892
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340740732555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340754928184
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340754928970
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340757107754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340757108693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340757117837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1340757311510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340757367890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340757404563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340757448955
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1340757457570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1340757471087
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340757497858
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1340757501820
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1340757510431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340757514820
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340757693086
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1340757701700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1340757720478
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1340757720688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1340757720885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1340757726222
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1340757741425
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1340757742124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1340757742370
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1340757750051
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340757751234
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1340757753411
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1340757758180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340757765051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340757833423
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1340757834914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340757837819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340757854255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340757932399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340757935351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340758021741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340758043521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340758057227
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1340758061660
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1340758066460
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340758068285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340758120169
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1340758123437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340758146940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340758266141
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1340758280970
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1340758281787
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340758292460
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1340758294254
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1340758298991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340758300571
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340758350134
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340758354497
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340758363409
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1340758382222
