what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"pt_BR",1341881636662
processors,sysinfo,,,"2",1341881636662
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1341881636662
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1341881636662
java.specification.name,sysinfo,,,"Java Platform API Specification",1341881636662
java.specification.vendor,sysinfo,,,"Oracle Corporation",1341881636662
java.specification.version,sysinfo,,,"1.7",1341881636662
java.vendor,sysinfo,,,"Oracle Corporation",1341881636662
java.version,sysinfo,,,"1.7.0_02",1341881636662
java.vm.info,sysinfo,,,"mixed mode, sharing",1341881636662
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1341881636662
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1341881636662
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1341881636662
java.vm.specification.version,sysinfo,,,"1.7",1341881636662
java.vm.vendor,sysinfo,,,"Oracle Corporation",1341881636662
java.vm.version,sysinfo,,,"22.0-b10",1341881636662
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1341881637615
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1341881638855
error,log,,,"An error occurred while automatically activating bundle org.eclipse.wb.core (1063).",1341881639694
error,log,,,"Problems encountered starting up plug-in: ""org.osgi.framework.BundleException: The activator com.google.gdt.eclipse.designer.Activator for bundle com.google.gdt.eclipse.designer is invalid"".",1341881639699
error,log,,,"Unhandled Exception",1341881639701
error,log,,,"Unable to execute early startup code for an extension",1341881639705
error,log,,,"Bad extension specification",1341881639707
error,log,,,"startup class must implement org.eclipse.ui.IStartup",1341881639708
stopped,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1341881639765
stopped,bundle,com.google.gdt.eclipse.designer,2.5.0.r37x201202061313,"com.google.gdt.eclipse.designer",1341881639838
error,log,,,"Problems encountered starting up plug-in: ""org.osgi.framework.BundleException: The activator com.google.gdt.eclipse.designer.gxt.Activator for bundle com.google.gdt.eclipse.designer.GXT is invalid"".",1341881640344
error,log,,,"Unhandled Exception",1341881640346
error,log,,,"Unable to execute early startup code for an extension",1341881640349
error,log,,,"Bad extension specification",1341881640351
error,log,,,"startup class must implement org.eclipse.ui.IStartup",1341881640352
stopped,bundle,com.google.gdt.eclipse.designer.GXT,2.5.0.r37x201202061331,"com.google.gdt.eclipse.designer.GXT",1341881640484
error,log,,,"Problems encountered starting up plug-in: ""org.osgi.framework.BundleException: The activator com.google.gdt.eclipse.designer.smart.Activator for bundle com.google.gdt.eclipse.designer.SmartGWT is invalid"".",1341881641260
error,log,,,"Unhandled Exception",1341881641261
error,log,,,"Unable to execute early startup code for an extension",1341881641264
error,log,,,"Bad extension specification",1341881641266
error,log,,,"startup class must implement org.eclipse.ui.IStartup",1341881641267
stopped,bundle,com.google.gdt.eclipse.designer.SmartGWT,2.5.0.r37x201202061331,"com.google.gdt.eclipse.designer.SmartGWT",1341881641293
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1341881641331
error,log,,,"Problems encountered starting up plug-in: ""org.osgi.framework.BundleException: The activator com.google.gdt.eclipse.designer.uibinder.Activator for bundle com.google.gdt.eclipse.designer.UiBinder is invalid"".",1341881641730
error,log,,,"Unhandled Exception",1341881641731
error,log,,,"Unable to execute early startup code for an extension",1341881641735
error,log,,,"Bad extension specification",1341881641736
error,log,,,"startup class must implement org.eclipse.ui.IStartup",1341881641737
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder,2.5.0.r37x201202061313,"com.google.gdt.eclipse.designer.UiBinder",1341881641741
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1341881642658
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1341881642861
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1341881647070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341881653630
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1341881659339
started,bundle,com.google.gdt.eclipse.mobile.android,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.mobile.android",1341881660349
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1341881660961
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1341881661703
started,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1341881661945
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1341881668122
stopped,bundle,com.google.gdt.eclipse.designer,2.5.0.r37x201202061313,"com.google.gdt.eclipse.designer",1341881668154
error,log,,,"An error occurred while automatically activating bundle com.google.gdt.eclipse.designer (1042).",1341881668158
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1341881668166
error,log,,,"Exception occurred while creating compilation participant",1341881668168
started,bundle,com.google.appengine.eclipse.core,2.6.1.v201205091048-rel-r37,"com.google.appengine.eclipse.core",1341881673569
