what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1339446922554
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1339446922557
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1339446922559
started,bundle,org.eclipse.mylyn.commons.core,3.7.0.v20120319-0200,"org.eclipse.mylyn.commons.core",1339446922628
started,bundle,org.eclipse.mylyn.commons.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.commons.ui",1339446922709
started,bundle,org.eclipse.wb.core,1.2.0.r37x201112290923,"org.eclipse.wb.core",1339446922711
started,bundle,org.eclipse.wb.core.lib,1.2.0.r37x201112290923,"org.eclipse.wb.core.lib",1339446922747
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1339446922749
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1339446922751
started,bundle,com.python.pydev.analysis,2.5.0.2012040618,"com.python.pydev.analysis",1339446922767
started,bundle,org.python.pydev,2.5.0.2012040618,"org.python.pydev",1339446922768
started,bundle,org.python.pydev.core,2.5.0.2012040618,"org.python.pydev.core",1339446922813
started,bundle,org.python.pydev.parser,2.5.0.2012040618,"org.python.pydev.parser",1339446922855
started,bundle,org.python.pydev.red_core,2.5.0.2012040618,"org.python.pydev.red_core",1339446922920
os,sysinfo,,,"win32",1339446922925
arch,sysinfo,,,"x86",1339446922925
ws,sysinfo,,,"win32",1339446922925
locale,sysinfo,,,"pt_BR",1339446922925
processors,sysinfo,,,"2",1339446922925
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1339446922925
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1339446922925
java.specification.name,sysinfo,,,"Java Platform API Specification",1339446922925
java.specification.vendor,sysinfo,,,"Oracle Corporation",1339446922925
java.specification.version,sysinfo,,,"1.7",1339446922925
java.vendor,sysinfo,,,"Oracle Corporation",1339446922925
java.version,sysinfo,,,"1.7.0_02",1339446922925
java.vm.info,sysinfo,,,"mixed mode, sharing",1339446922925
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1339446922925
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1339446922925
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1339446922925
java.vm.specification.version,sysinfo,,,"1.7",1339446922925
java.vm.vendor,sysinfo,,,"Oracle Corporation",1339446922925
java.vm.version,sysinfo,,,"22.0-b10",1339446922925
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1339446922999
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1339446923213
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.5.0.r37x201112291029,"com.google.gdt.eclipse.designer.UiBinder",1339446923470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339446931646
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1339446948317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339446954630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339446956430
error,log,,,"Info: Rebuilding internal caches: C:\\Users\\GINAPE\\Desktop\\Python\\Workspace\\.metadata\\.plugins\\org.eclipse.core.resources\\.projects\\Exemplo\\com.python.pydev.analysis\\AdditionalProjectInterpreterInfo.pydevinfo (Expected error to be provided and got no error!)",1339446963890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339446964199
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1339446969218
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1339446969233
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1339446969398
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1339446969420
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1339446969592
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1339446969609
started,bundle,org.python.pydev.customizations,2.5.0.2012040618,"org.python.pydev.customizations",1339446969924
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1339446970175
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1339446970197
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1339446983890
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1339446984255
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1339446991891
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1339446991902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339446992031
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1339446994549
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1339446994620
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1339446994640
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1339446994646
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1339446994769
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1339446994839
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1339446994916
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1339446995203
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1339446995288
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1339446995426
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1339446995880
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1339446995924
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1339446996073
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1339446996224
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1339446996532
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1339446996900
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1339446997088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339446998227
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1339446998283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339447005123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339447015970
started,bundle,com.google.gdt.eclipse.platform.e37,2.5.2.v201203300216-rel-r37,"com.google.gdt.eclipse.platform.e37",1339447016328
started,bundle,com.google.gdt.eclipse.platform.shared,2.5.2.v201203300216-rel-r37,"com.google.gdt.eclipse.platform.shared",1339447016556
started,bundle,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core",1339447020644
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1339447021539
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1339447021557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339447025468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339447029619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1339447029648
started,bundle,org.python.pydev.jython,2.5.0.2012040618,"org.python.pydev.jython",1339447052415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339447053306
started,bundle,org.python.pydev.debug,2.5.0.2012040618,"org.python.pydev.debug",1339447054071
started,bundle,com.python.pydev,2.5.0.2012040618,"com.python.pydev",1339447065187
started,bundle,com.python.pydev.refactoring,2.5.0.2012040618,"com.python.pydev.refactoring",1339447065265
started,bundle,org.python.pydev.django,2.5.0.2012040618,"org.python.pydev.django",1339447065341
started,bundle,org.python.pydev.refactoring,2.5.0.2012040618,"org.python.pydev.refactoring",1339447065810
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1339447068818
started,bundle,com.python.pydev.codecompletion,2.5.0.2012040618,"com.python.pydev.codecompletion",1339447068860
opened,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1339447071243
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1339447071479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339447072154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339447096499
started,bundle,com.google.appengine.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.appengine.eclipse.core",1339447099519
