what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1342200678881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1342200682895
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1342200684948
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1342200688609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1342200697524
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342200700143
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1342200707225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1342200709484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342200714744
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342200748088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342200749181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342200749984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342200777417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1342200792707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1342200803804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1342200811451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342200890987
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342200909741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342200936955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342200937980
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342200938776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342200999619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342200999955
